transaction_id,user_id,product_id,amount,payment_type,date,name,age,gender,city,registration_date,category,price,stock
T000202,U0005,P024,38.11,UPI,2024-01-05,Sara Sharma,30.0,Other,Chennai,2024-01-04,Home,2509.0,267.0
T000203,U0055,P022,54.77,Net Banking,2024-01-29,Ishaan Roy,40.0,Male,Bengaluru,2023-03-30,Electronics,3207.91,466.0
T000204,U0058,P009,56.16,Debit Card,2023-06-08,Meera Joshi,29.0,Male,Nagpur,2024-07-13,Clothing,1799.44,163.0
T000205,U0076,P007,41.68,Cash,2023-03-19,Ira Sharma,38.0,Other,Vadodara,2022-11-03,Books,2084.59,134.0
T000206,U0170,P022,79.34,Cash,2023-09-26,Diya Roy,25.0,Female,Surat,2022-09-15,Electronics,3207.91,466.0
T000207,U0153,P025,28.77,Debit Card,2023-11-29,Diya Gupta,26.0,Other,Lucknow,2022-01-13,Electronics,1408.97,272.0
T000208,U0047,P045,50.13,Cash,2023-12-06,Anaya Gupta,28.0,Other,Kolkata,2022-10-13,Grocery,992.11,139.0
T000209,U0185,P029,58.68,Credit Card,2025-04-21,Ira Bose,30.0,Female,Thane,2022-11-01,Clothing,393.65,289.0
T000210,U0094,P044,74.34,Wallet,2024-05-01,Kabir Ghosh,29.0,Male,Mumbai,2023-11-07,Beauty,1655.45,268.0
T000211,U0114,P040,83.68,UPI,2025-07-08,Sai Singh,51.0,Male,Chennai,2022-05-31,Grocery,4011.76,36.0
T000212,U0060,P035,27.8,Debit Card,2024-09-25,Ishaan Roy,39.0,Female,Indore,2023-12-15,Sports,2998.97,82.0
T000213,U0121,P013,21.75,UPI,2025-06-21,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Beauty,3354.37,155.0
T000214,U0119,P050,117.52,UPI,2025-02-21,Ira Roy,41.0,Male,Vadodara,2022-09-13,Toys,2833.37,45.0
T000215,U0129,P034,66.65,Net Banking,2023-11-28,Arjun Das,32.0,Male,Indore,2023-02-22,Books,474.01,362.0
T000216,U0052,P039,34.84,Debit Card,2024-05-27,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Grocery,4167.72,453.0
T000217,U0014,P042,138.48,Net Banking,2025-01-30,Sai Singh,18.0,Male,Kolkata,2024-06-06,Home,4406.39,59.0
T000218,U0142,P007,58.52,Wallet,2023-09-13,Kiara Khan,42.0,Male,Bhopal,2022-01-20,Books,2084.59,134.0
T000219,U0073,P006,110.78,Debit Card,2024-07-12,Aarohi Das,31.0,Other,Jaipur,2022-05-16,Clothing,3250.7,467.0
T000220,U0116,P033,56.86,Debit Card,2025-06-14,Aditya Roy,34.0,Female,Patna,2022-07-19,Clothing,3874.48,45.0
T000221,U0024,P015,154.71,Net Banking,2024-12-16,Aarohi Kapoor,20.0,Female,Patna,2023-03-15,Books,2286.25,251.0
T000222,U0007,P027,154.71,Credit Card,2025-03-22,Ishaan Sharma,44.0,Male,Indore,2022-12-15,Toys,2241.45,134.0
T000223,U0129,P024,47.02,Debit Card,2025-03-01,Arjun Das,32.0,Male,Indore,2023-02-22,Home,2509.0,267.0
T000224,U0021,P024,97.8,Debit Card,2023-02-27,Ishaan Gupta,43.0,Male,Patna,2024-06-16,Home,2509.0,267.0
T000225,U0082,P007,80.42,Wallet,2024-11-17,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,Books,2084.59,134.0
T000226,U0038,P009,124.11,Credit Card,2024-08-10,Vivaan Ghosh,18.0,Other,Bengaluru,2022-03-29,Clothing,1799.44,163.0
T000227,U0121,P045,30.6,Debit Card,2025-08-18,Ira Kapoor,38.0,Other,Lucknow,2024-08-30,Grocery,992.11,139.0
T000228,U0115,P040,82.4,Credit Card,2023-06-12,Aarav Verma,30.0,Male,Bhopal,2023-09-18,Grocery,4011.76,36.0
T000229,U0005,P017,103.03,Debit Card,2023-11-03,Sara Sharma,30.0,Other,Chennai,2024-01-04,Beauty,3697.53,235.0
T000230,U0141,P047,21.28,Cash,2025-05-16,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Electronics,1846.57,300.0
T000231,U0029,P050,26.84,UPI,2024-05-01,Sara Roy,27.0,Other,Jaipur,2024-09-21,Toys,2833.37,45.0
T000232,U0078,P008,21.28,Credit Card,2024-05-03,Vihaan Kapoor,29.0,Male,Jaipur,2022-10-16,Books,4406.39,161.0
T000233,U0108,P041,46.45,Cash,2025-07-25,Saanvi Singh,33.0,Female,Vadodara,2024-05-03,Home,3218.83,273.0
T000234,U0017,P008,83.98,Net Banking,2023-02-03,Ishaan Gupta,23.0,Other,Pune,2023-07-01,Books,4406.39,161.0
T000235,U0162,P033,134.48,Cash,2024-05-10,Muhammad Mehta,38.0,Female,Lucknow,2022-10-14,Clothing,3874.48,45.0
T000236,U0184,P010,57.08,UPI,2025-05-29,Kiara Kulkarni,35.0,Other,Ghaziabad,2022-08-20,Sports,1315.44,77.0
T000237,U0001,P040,145.06,UPI,2024-05-07,Vihaan Sharma,35.0,Other,Jaipur,2022-09-08,Grocery,4011.76,36.0
T000238,U0147,P027,23.85,Debit Card,2023-06-25,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Toys,2241.45,134.0
T000239,U0135,P024,21.28,Credit Card,2023-02-11,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,Home,2509.0,267.0
T000240,U0100,P031,52.81,Credit Card,2025-03-03,Anaya Mukherjee,30.0,Other,Visakhapatnam,2022-04-29,Grocery,3035.94,111.0
T000241,U0096,P017,68.75,Wallet,2023-02-03,Aditya Khan,20.0,Female,Visakhapatnam,2023-02-14,Beauty,3697.53,235.0
T000242,U0092,P005,53.54,UPI,2024-05-08,Reyansh Patel,39.0,Female,Delhi,2024-05-29,Books,1178.99,36.0
T000243,U0188,P043,21.28,Wallet,2023-08-01,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Home,3416.65,309.0
T000244,U0198,P038,51.76,Wallet,2024-11-11,Kabir Bose,33.0,Female,Visakhapatnam,2023-07-07,Home,393.65,58.0
T000245,U0035,P003,24.96,UPI,2024-11-24,Muhammad Reddy,38.0,Female,Pune,2023-07-07,Beauty,3027.98,127.0
T000246,U0165,P012,81.6,Wallet,2025-08-09,Aarohi Ghosh,39.0,Other,Bhopal,2023-10-24,Sports,4263.31,176.0
T000247,U0179,P031,68.03,Wallet,2024-01-09,Kabir Joshi,29.0,Female,Thane,2022-12-15,Grocery,3035.94,111.0
T000248,U0035,P005,31.06,Wallet,2025-07-26,Muhammad Reddy,38.0,Female,Pune,2023-07-07,Books,1178.99,36.0
T000249,U0010,P019,40.11,Debit Card,2023-03-31,Diya Kulkarni,36.0,Female,Delhi,2024-01-18,Home,523.79,441.0
T000250,U0052,P003,28.92,UPI,2024-09-27,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Beauty,3027.98,127.0
T000251,U0132,P026,52.58,Cash,2025-08-27,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,Beauty,3490.97,332.0
T000252,U0065,P003,96.84,Wallet,2024-01-27,Ira Gupta,38.0,Male,Bengaluru,2023-09-02,Beauty,3027.98,127.0
T000253,U0074,P023,30.22,Credit Card,2024-11-10,Diya Gupta,44.0,Male,Kanpur,2022-10-19,Books,1984.98,450.0
T000254,U0070,P008,73.88,UPI,2025-06-13,Anaya Ghosh,26.0,Female,Nagpur,2022-05-15,Books,4406.39,161.0
T000255,U0103,P048,39.72,Net Banking,2025-03-02,Muhammad Mehta,29.0,Female,Bengaluru,2024-08-29,Clothing,3666.72,295.0
T000256,U0087,P012,33.93,Net Banking,2025-10-15,Kabir Mehta,39.0,Male,Kanpur,2022-08-04,Sports,4263.31,176.0
T000257,U0095,P034,51.2,UPI,2023-06-19,Muhammad Bose,28.0,Female,Jaipur,2024-06-04,Books,474.01,362.0
T000258,U0187,P028,29.34,Credit Card,2025-05-31,Vivaan Kulkarni,35.0,Other,Hyderabad,2024-08-28,Home,3602.11,250.0
T000259,U0155,P012,39.17,Cash,2024-08-24,Diya Roy,34.0,Other,Ahmedabad,2023-03-22,Sports,4263.31,176.0
T000260,U0083,P007,26.61,Credit Card,2024-11-02,Arjun Khan,43.0,Male,Thane,2023-07-19,Books,2084.59,134.0
T000261,U0170,P019,154.71,UPI,2025-07-02,Diya Roy,25.0,Female,Surat,2022-09-15,Home,523.79,441.0
T000262,U0155,P046,55.77,Net Banking,2023-12-08,Diya Roy,34.0,Other,Ahmedabad,2023-03-22,Toys,4406.39,267.0
T000263,U0177,P029,35.88,UPI,2025-07-04,Ishaan Verma,32.0,Male,Vadodara,2022-10-27,Clothing,393.65,289.0
T000264,U0011,P047,62.08,UPI,2025-06-09,Myra Kapoor,28.0,Male,Nagpur,2022-03-22,Electronics,1846.57,300.0
T000265,U0071,P041,51.04,Credit Card,2023-06-03,Kabir Roy,34.0,Female,Bengaluru,2022-01-10,Home,3218.83,273.0
T000266,U0172,P041,47.82,Net Banking,2025-01-14,Vihaan Kapoor,25.0,Other,Pune,2022-07-16,Home,3218.83,273.0
T000267,U0132,P048,78.93,Wallet,2023-11-24,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,Clothing,3666.72,295.0
T000268,U0008,P010,86.01,Cash,2025-06-16,Ishaan Reddy,38.0,Male,Lucknow,2022-04-15,Sports,1315.44,77.0
T000269,U0009,P009,39.71,Credit Card,2024-04-28,Aditya Bose,28.0,Male,Kanpur,2024-05-17,Clothing,1799.44,163.0
T000270,U0200,P042,38.65,UPI,2025-01-11,Kiara Nair,22.0,Other,Jaipur,2022-01-27,Home,4406.39,59.0
T000271,U0099,P037,46.29,Credit Card,2023-11-11,Vihaan Kulkarni,32.0,Female,Kanpur,2024-01-17,Clothing,1750.62,467.0
T000272,U0174,P029,21.28,UPI,2025-01-31,Ira Kulkarni,34.0,Female,Hyderabad,2024-05-02,Clothing,393.65,289.0
T000273,U0114,P049,22.0,Credit Card,2023-10-09,Sai Singh,51.0,Male,Chennai,2022-05-31,Home,1701.17,159.0
T000274,U0136,P024,123.98,Net Banking,2024-10-05,Anaya Bose,44.0,Other,Pune,2024-05-10,Home,2509.0,267.0
T000275,U0167,P018,146.49,Debit Card,2023-08-21,Sai Bose,38.0,Other,Kolkata,2022-11-10,Electronics,2390.82,158.0
T000276,U0007,P048,47.02,Debit Card,2025-10-19,Ishaan Sharma,44.0,Male,Indore,2022-12-15,Clothing,3666.72,295.0
T000277,U0133,P025,77.16,Cash,2023-08-30,Diya Singh,23.0,Female,Indore,2023-07-06,Electronics,1408.97,272.0
T000278,U0068,P050,65.81,UPI,2025-07-02,Sara Gupta,40.0,Female,Patna,2023-08-02,Toys,2833.37,45.0
T000279,U0055,P040,154.71,UPI,2025-10-02,Ishaan Roy,40.0,Male,Bengaluru,2023-03-30,Grocery,4011.76,36.0
T000280,U0052,P008,106.88,Debit Card,2023-06-01,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Books,4406.39,161.0
T000281,U0116,P012,50.56,Wallet,2025-06-30,Aditya Roy,34.0,Female,Patna,2022-07-19,Sports,4263.31,176.0
T000282,U0023,P044,30.77,UPI,2024-12-12,Myra Reddy,32.0,Female,Ahmedabad,2022-09-10,Beauty,1655.45,268.0
T000283,U0182,P005,21.28,Cash,2024-08-17,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Books,1178.99,36.0
T000284,U0077,P011,61.69,Wallet,2023-12-23,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,Electronics,1410.29,36.0
T000285,U0093,P033,34.68,Debit Card,2023-09-06,Meera Ghosh,26.0,Male,Thane,2022-12-25,Clothing,3874.48,45.0
T000286,U0052,P009,23.26,Debit Card,2025-10-08,Vivaan Patel,28.0,Male,Nagpur,2024-01-16,Clothing,1799.44,163.0
T000287,U0007,P024,37.04,Cash,2025-01-25,Ishaan Sharma,44.0,Male,Indore,2022-12-15,Home,2509.0,267.0
T000288,U0120,P036,28.53,Debit Card,2023-06-26,Vihaan Roy,38.0,Male,Thane,2023-11-15,Sports,1650.69,388.0
T000289,U0017,P020,150.25,Net Banking,2025-09-07,Ishaan Gupta,23.0,Other,Pune,2023-07-01,Toys,1595.75,428.0
T000290,U0135,P027,92.66,Net Banking,2023-06-01,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,Toys,2241.45,134.0
T000291,U0033,P021,54.34,Wallet,2023-06-01,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,Books,3055.12,169.0
T000292,U0116,P030,132.68,Wallet,2024-12-06,Aditya Roy,34.0,Female,Patna,2022-07-19,Home,685.55,36.0
T000293,U0033,P050,57.19,Cash,2024-01-08,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,Toys,2833.37,45.0
T000294,U0197,P009,32.56,Net Banking,2025-10-26,Kabir Roy,24.0,Male,Thane,2023-12-07,Clothing,1799.44,163.0
T000295,U0015,P008,136.17,Cash,2023-11-10,Vihaan Bose,18.0,Female,Thane,2023-10-13,Books,4406.39,161.0
T000296,U0078,P011,75.44,Debit Card,2024-10-22,Vihaan Kapoor,29.0,Male,Jaipur,2022-10-16,Electronics,1410.29,36.0
T000297,U0182,P015,29.3,UPI,2024-08-04,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Books,2286.25,251.0
T000298,U0021,P017,48.71,Debit Card,2024-07-16,Ishaan Gupta,43.0,Male,Patna,2024-06-16,Beauty,3697.53,235.0
T000299,U0033,P041,32.29,UPI,2023-07-11,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,Home,3218.83,273.0
T000300,U0129,P042,23.82,Debit Card,2023-11-12,Arjun Das,32.0,Male,Indore,2023-02-22,Home,4406.39,59.0
T000301,U0044,P043,95.17,Cash,2024-11-22,Aditya Nair,29.0,Male,Patna,2023-07-22,Home,3416.65,309.0
T000302,U0145,P003,154.71,Credit Card,2023-06-16,Aarav Kulkarni,34.0,Male,Kolkata,2022-05-10,Beauty,3027.98,127.0
T000303,U0012,P042,23.59,Cash,2024-06-26,Aarohi Singh,28.0,Other,Ghaziabad,2024-06-25,Home,4406.39,59.0
T000304,U0167,P014,76.54,Cash,2025-05-03,Sai Bose,38.0,Other,Kolkata,2022-11-10,Beauty,3844.95,467.0
T000305,U0159,P041,36.95,Credit Card,2025-10-16,Aditya Khan,22.0,Female,Kolkata,2024-02-08,Home,3218.83,273.0
T000306,U0161,P035,40.76,UPI,2024-09-10,Aarav Joshi,24.0,Female,Pune,2023-05-15,Sports,2998.97,82.0
T000307,U0124,P016,38.27,Wallet,2025-04-11,Ishaan Ghosh,20.0,Other,Jaipur,2024-02-24,Books,807.27,58.0
T000308,U0077,P030,32.51,Credit Card,2023-05-03,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,Home,685.55,36.0
T000309,U0041,P029,56.21,Net Banking,2025-09-18,Sara Mukherjee,37.0,Male,Vadodara,2024-02-13,Clothing,393.65,289.0
T000310,U0119,P014,33.16,UPI,2023-10-22,Ira Roy,41.0,Male,Vadodara,2022-09-13,Beauty,3844.95,467.0
T000311,U0081,P046,64.22,UPI,2024-12-08,Vivaan Gupta,30.0,Other,Indore,2024-04-29,Toys,4406.39,267.0
T000312,U0103,P009,52.98,UPI,2023-08-06,Muhammad Mehta,29.0,Female,Bengaluru,2024-08-29,Clothing,1799.44,163.0
T000313,U0082,P016,47.31,Net Banking,2023-09-08,Ishaan Verma,34.0,Male,Lucknow,2024-02-29,Books,807.27,58.0
T000314,U0069,P029,31.67,Debit Card,2023-10-16,Ira Nair,34.0,Female,Chennai,2023-11-17,Clothing,393.65,289.0
T000315,U0025,P004,38.63,UPI,2025-02-25,Saanvi Bose,27.0,Female,Kolkata,2022-05-22,Toys,2600.12,229.0
T000316,U0158,P027,85.9,Debit Card,2023-11-24,Saanvi Khan,35.0,Female,Kolkata,2024-04-30,Toys,2241.45,134.0
T000317,U0084,P037,73.74,Wallet,2024-10-02,Kiara Kapoor,27.0,Male,Hyderabad,2022-03-19,Clothing,1750.62,467.0
T000318,U0049,P049,30.37,Debit Card,2025-10-17,Saanvi Chopra,34.0,Female,Kolkata,2024-03-14,Home,1701.17,159.0
T000319,U0132,P030,57.95,Net Banking,2024-09-23,Aarav Chopra,32.0,Female,Bhopal,2022-01-07,Home,685.55,36.0
T000320,U0128,P002,85.7,Credit Card,2025-03-16,Arjun Reddy,27.0,Male,Nagpur,2023-12-12,Grocery,605.91,150.0
T000321,U0130,P030,21.28,Debit Card,2024-03-16,Anaya Kapoor,27.0,Female,Indore,2022-03-05,Home,685.55,36.0
T000322,U0150,P023,75.64,Credit Card,2023-04-14,Muhammad Gupta,34.0,Other,Kolkata,2022-04-15,Books,1984.98,450.0
T000323,U0073,P032,36.69,Cash,2025-08-21,Aarohi Das,31.0,Other,Jaipur,2022-05-16,Books,2913.02,176.0
T000324,U0074,P035,76.89,Credit Card,2023-08-09,Diya Gupta,44.0,Male,Kanpur,2022-10-19,Sports,2998.97,82.0
T000325,U0111,P009,34.54,UPI,2025-01-19,Myra Roy,18.0,Other,Chennai,2023-06-08,Clothing,1799.44,163.0
T000326,U0196,P026,21.28,UPI,2023-04-03,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,Beauty,3490.97,332.0
T000327,U0103,P004,21.28,Cash,2024-02-03,Muhammad Mehta,29.0,Female,Bengaluru,2024-08-29,Toys,2600.12,229.0
T000328,U0093,P036,56.2,UPI,2023-05-31,Meera Ghosh,26.0,Male,Thane,2022-12-25,Sports,1650.69,388.0
T000329,U0099,P033,63.81,Net Banking,2024-07-26,Vihaan Kulkarni,32.0,Female,Kanpur,2024-01-17,Clothing,3874.48,45.0
T000330,U0160,P044,31.73,Cash,2023-09-01,Myra Chopra,37.0,Other,Nagpur,2022-12-11,Beauty,1655.45,268.0
T000331,U0033,P007,80.09,Net Banking,2025-02-03,Ishaan Amin,31.0,Male,Visakhapatnam,2024-07-23,Books,2084.59,134.0
T000332,U0087,P036,21.28,UPI,2023-10-23,Kabir Mehta,39.0,Male,Kanpur,2022-08-04,Sports,1650.69,388.0
T000333,U0051,P039,52.48,Cash,2025-04-02,Kiara Mehta,34.0,Female,Indore,2023-04-24,Grocery,4167.72,453.0
T000334,U0129,P003,26.4,Credit Card,2023-03-21,Arjun Das,32.0,Male,Indore,2023-02-22,Beauty,3027.98,127.0
T000335,U0036,P046,36.93,UPI,2025-08-28,Ira Sharma,22.0,Other,Lucknow,2023-05-16,Toys,4406.39,267.0
T000336,U0133,P030,56.17,Debit Card,2023-10-14,Diya Singh,23.0,Female,Indore,2023-07-06,Home,685.55,36.0
T000337,U0084,P040,32.58,UPI,2023-11-29,Kiara Kapoor,27.0,Male,Hyderabad,2022-03-19,Grocery,4011.76,36.0
T000338,U0101,P040,43.35,Wallet,2024-09-04,Aadhya Chopra,20.0,Male,Jaipur,2022-02-15,Grocery,4011.76,36.0
T000339,U0152,P022,99.86,Cash,2025-09-30,Vivaan Mehta,34.0,Other,Indore,2023-11-09,Electronics,3207.91,466.0
T000340,U0182,P037,38.62,UPI,2025-08-30,Vivaan Reddy,25.0,Male,Patna,2024-08-29,Clothing,1750.62,467.0
T000341,U0005,P024,90.14,UPI,2023-08-13,Sara Sharma,30.0,Other,Chennai,2024-01-04,Home,2509.0,267.0
T000342,U0107,P038,27.72,UPI,2023-02-24,Kiara Bose,47.0,Other,Pune,2023-09-23,Home,393.65,58.0
T000343,U0153,P031,75.03,UPI,2024-04-11,Diya Gupta,26.0,Other,Lucknow,2022-01-13,Grocery,3035.94,111.0
T000344,U0185,P004,129.66,Cash,2025-09-10,Ira Bose,30.0,Female,Thane,2022-11-01,Toys,2600.12,229.0
T000345,U0044,P034,21.28,Wallet,2025-02-17,Aditya Nair,29.0,Male,Patna,2023-07-22,Books,474.01,362.0
T000346,U0038,P044,33.85,Debit Card,2023-03-06,Vivaan Ghosh,18.0,Other,Bengaluru,2022-03-29,Beauty,1655.45,268.0
T000347,U0147,P045,77.19,Credit Card,2024-01-26,Ishaan Mehta,22.0,Male,Ghaziabad,2023-09-14,Grocery,992.11,139.0
T000348,U0005,P029,48.34,UPI,2025-05-07,Sara Sharma,30.0,Other,Chennai,2024-01-04,Clothing,393.65,289.0
T000349,U0039,P027,68.22,Wallet,2024-02-22,Meera Gupta,21.0,Other,Ahmedabad,2022-05-12,Toys,2241.45,134.0
T000350,U0106,P033,38.0,Cash,2025-08-23,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,Clothing,3874.48,45.0
T000351,U0189,P047,57.51,Credit Card,2023-10-10,Sai Iyer,25.0,Other,Bengaluru,2022-06-10,Electronics,1846.57,300.0
T000352,U0133,P014,49.73,Cash,2024-10-27,Diya Singh,23.0,Female,Indore,2023-07-06,Beauty,3844.95,467.0
T000353,U0170,P031,110.02,Cash,2025-02-10,Diya Roy,25.0,Female,Surat,2022-09-15,Grocery,3035.94,111.0
T000354,U0081,P012,63.6,Net Banking,2024-12-02,Vivaan Gupta,30.0,Other,Indore,2024-04-29,Sports,4263.31,176.0
T000355,U0140,P023,66.86,Wallet,2024-06-25,Ishaan Bose,22.0,Female,Chennai,2023-04-11,Books,1984.98,450.0
T000356,U0157,P031,42.64,Debit Card,2024-05-19,Aarohi Joshi,46.0,Female,Indore,2024-04-25,Grocery,3035.94,111.0
T000357,U0072,P036,40.75,UPI,2024-04-05,Myra Kulkarni,44.0,Other,Hyderabad,2022-03-17,Sports,1650.69,388.0
T000358,U0077,P050,42.12,UPI,2024-02-29,Vihaan Reddy,32.0,Female,Hyderabad,2024-06-30,Toys,2833.37,45.0
T000359,U0177,P046,69.18,Net Banking,2024-10-11,Ishaan Verma,32.0,Male,Vadodara,2022-10-27,Toys,4406.39,267.0
T000360,U0123,P023,42.41,Cash,2024-07-14,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,Books,1984.98,450.0
T000361,U0074,P008,64.97,Cash,2025-02-16,Diya Gupta,44.0,Male,Kanpur,2022-10-19,Books,4406.39,161.0
T000362,U0102,P023,154.71,Debit Card,2024-08-17,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,Books,1984.98,450.0
T000363,U0011,P019,92.08,Wallet,2023-06-11,Myra Kapoor,28.0,Male,Nagpur,2022-03-22,Home,523.79,441.0
T000364,U0089,P029,44.9,Wallet,2024-06-09,Kiara Kulkarni,27.0,Other,Ahmedabad,2024-08-05,Clothing,393.65,289.0
T000365,U0192,P031,112.25,Debit Card,2024-02-18,Kabir Roy,38.0,Male,Kolkata,2024-08-04,Grocery,3035.94,111.0
T000366,U0138,P018,42.74,Cash,2024-07-10,Aadhya Chopra,29.0,Other,Mumbai,2022-03-27,Electronics,2390.82,158.0
T000367,U0036,P007,21.28,Cash,2024-05-05,Ira Sharma,22.0,Other,Lucknow,2023-05-16,Books,2084.59,134.0
T000368,U0063,P004,29.82,Wallet,2024-04-07,Anaya Verma,23.0,Male,Patna,2023-05-04,Toys,2600.12,229.0
T000369,U0164,P015,21.28,Credit Card,2023-07-25,Muhammad Gupta,25.0,Male,Indore,2023-05-16,Books,2286.25,251.0
T000370,U0106,P022,44.22,Wallet,2025-08-25,Aadhya Singh,35.0,Other,Ahmedabad,2022-07-16,Electronics,3207.91,466.0
T000371,U0026,P044,55.2,Debit Card,2023-01-11,Ira Joshi,32.0,Male,Delhi,2024-05-31,Beauty,1655.45,268.0
T000372,U0141,P011,149.29,Net Banking,2025-09-01,Anaya Nair,33.0,Female,Jaipur,2024-02-10,Electronics,1410.29,36.0
T000373,U0123,P042,66.43,Debit Card,2024-08-11,Aarohi Roy,43.0,Male,Bhopal,2023-04-06,Home,4406.39,59.0
T000374,U0083,P019,47.87,Wallet,2023-05-02,Arjun Khan,43.0,Male,Thane,2023-07-19,Home,523.79,441.0
T000375,U0197,P006,89.81,Wallet,2024-04-20,Kabir Roy,24.0,Male,Thane,2023-12-07,Clothing,3250.7,467.0
T000376,U0137,P048,21.28,Wallet,2023-03-18,Myra Reddy,25.0,Other,Vadodara,2022-01-28,Clothing,3666.72,295.0
T000377,U0045,P027,62.89,Debit Card,2023-03-16,Sai Chopra,20.0,Male,Mumbai,2022-03-14,Toys,2241.45,134.0
T000378,U0102,P032,86.71,Debit Card,2024-08-15,Kiara Sharma,28.0,Other,Vadodara,2023-12-05,Books,2913.02,176.0
T000379,U0010,P001,22.48,UPI,2023-08-08,Diya Kulkarni,36.0,Female,Delhi,2024-01-18,Grocery,393.65,371.0
T000380,U0086,P019,108.45,Net Banking,2025-10-08,Aarohi Reddy,27.0,Female,Ahmedabad,2022-02-12,Home,523.79,441.0
T000381,U0035,P033,66.89,Net Banking,2024-07-12,Muhammad Reddy,38.0,Female,Pune,2023-07-07,Clothing,3874.48,45.0
T000382,U0050,P008,42.56,UPI,2023-11-29,Meera Mukherjee,18.0,Male,Hyderabad,2022-04-10,Books,4406.39,161.0
T000383,U0188,P030,79.81,Wallet,2024-06-10,Muhammad Das,31.0,Female,Bengaluru,2022-06-10,Home,685.55,36.0
T000384,U0184,P012,154.71,Credit Card,2024-11-21,Kiara Kulkarni,35.0,Other,Ghaziabad,2022-08-20,Sports,4263.31,176.0
T000385,U0076,P037,60.89,Wallet,2024-01-31,Ira Sharma,38.0,Other,Vadodara,2022-11-03,Clothing,1750.62,467.0
T000386,U0045,P040,63.37,Wallet,2025-04-10,Sai Chopra,20.0,Male,Mumbai,2022-03-14,Grocery,4011.76,36.0
T000387,U0110,P033,41.45,UPI,2023-06-27,Saanvi Kulkarni,31.0,Other,Lucknow,2023-04-22,Clothing,3874.48,45.0
T000388,U0103,P043,32.79,Credit Card,2024-01-14,Muhammad Mehta,29.0,Female,Bengaluru,2024-08-29,Home,3416.65,309.0
T000389,U0036,P031,89.86,UPI,2024-05-23,Ira Sharma,22.0,Other,Lucknow,2023-05-16,Grocery,3035.94,111.0
T000390,U0002,P017,32.67,Net Banking,2024-04-27,Sai Reddy,30.0,Other,Hyderabad,2023-11-24,Beauty,3697.53,235.0
T000391,U0115,P049,56.99,UPI,2024-11-06,Aarav Verma,30.0,Male,Bhopal,2023-09-18,Home,1701.17,159.0
T000392,U0078,P038,40.99,Wallet,2023-01-24,Vihaan Kapoor,29.0,Male,Jaipur,2022-10-16,Home,393.65,58.0
T000393,U0067,P042,72.78,UPI,2024-04-28,Saanvi Ghosh,31.0,Other,Ghaziabad,2022-02-10,Home,4406.39,59.0
T000394,U0016,P043,66.7,Credit Card,2025-08-11,Diya Iyer,27.0,Female,Kanpur,2022-08-03,Home,3416.65,309.0
T000395,U0079,P011,101.75,Net Banking,2025-10-26,Sara Das,32.0,Other,Lucknow,2022-07-28,Electronics,1410.29,36.0
T000396,U0181,P050,40.2,UPI,2023-08-29,Aditya Bose,37.0,Female,Bengaluru,2023-08-14,Toys,2833.37,45.0
T000397,U0164,P019,46.44,UPI,2024-03-28,Muhammad Gupta,25.0,Male,Indore,2023-05-16,Home,523.79,441.0
T000398,U0057,P009,30.35,Net Banking,2023-11-10,Aarav Gupta,25.0,Male,Pune,2023-02-21,Clothing,1799.44,163.0
T000399,U0117,P048,41.82,Cash,2025-02-04,Aadhya Joshi,31.0,Female,Kolkata,2022-06-01,Clothing,3666.72,295.0
T000400,U0107,P045,68.47,Cash,2025-08-22,Kiara Bose,47.0,Other,Pune,2023-09-23,Grocery,992.11,139.0
T000401,U0194,P035,85.99,Wallet,2024-03-23,Vihaan Kapoor,22.0,Male,Ahmedabad,2024-07-19,Sports,2998.97,82.0
T000402,U0196,P016,31.4,Wallet,2023-06-17,Kabir Kulkarni,35.0,Other,Patna,2024-08-01,Books,807.27,58.0
T000403,U0135,P029,92.0,Cash,2025-01-10,Ishaan Mukherjee,24.0,Female,Mumbai,2023-02-03,Clothing,393.65,289.0
T000404,U0020,P037,123.15,Credit Card,2023-05-07,Vivaan Ghosh,20.0,Male,Lucknow,2023-02-15,Clothing,1750.62,467.0
